keyword,recent_count,prior_count,growth
gastrointestinal microbiome,40,62,7.96
product development,60,93,7.96
gut microbiome,40,62,7.96
training opportunity,130,202,7.94
anti-cancer drug,36,56,7.93
substance misuse,108,168,7.93
motor cortex,54,84,7.93
non-steroidal anti-inflammatory agents,72,112,7.93
predictive modeling,225,351,7.91
pain intensity,100,156,7.91
computer based prediction,225,351,7.91
early experience,89,139,7.9
antiinflammatory,85,133,7.88
vivitrol,236,370,7.87
peripheral nervous system diseases,30,47,7.87
peripheral nerve diseases,30,47,7.87
care facilities,30,47,7.87
pns diseases,30,47,7.87
peripheral neuropathy,30,47,7.87
evaluate cost-effectiveness,30,47,7.87
cost-effectiveness evaluation,30,47,7.87
time study,63,99,7.85
safety testing,56,88,7.85
tobacco regulatory science,54,85,7.84
in vivo evaluation,68,107,7.84
high risk group,173,272,7.84
high risk population,173,272,7.84
in vivo testing,68,107,7.84
predictive biomarkers,47,74,7.83
genomic strategy,47,74,7.83
genomic effort,47,74,7.83
predictive molecular biomarker,47,74,7.83
genomic approach,47,74,7.83
pre-clinical development,57,90,7.81
nonfatal attempt,38,60,7.81
preclinical development,57,90,7.81
geography,221,349,7.81
exclusion,83,131,7.81
neuroimmune,98,155,7.8
text messaging,67,106,7.8
mindfulness-based treatment,36,57,7.79
mindfulness-based approach,36,57,7.79
mindfulness-based training,36,57,7.79
mindfulness-based therapy,36,57,7.79
mindfulness training,36,57,7.79
mindfulness approach,36,57,7.79
mindfulness therapy,36,57,7.79
mindfulness treatment,36,57,7.79
safety study,111,176,7.78
thc use,249,396,7.76
thc co-use,249,396,7.76
health service access,244,388,7.76
accessibility to health services,244,388,7.76
treatment access,244,388,7.76
alaskan native,69,110,7.74
alaskan indian,69,110,7.74
qualitative reasoning,113,180,7.74
alaskan american,69,110,7.74
treatment optimization,54,86,7.74
therapy optimization,54,86,7.74
alaska indian,69,110,7.74
statistical analysis,127,203,7.72
opioid drug abuse,357,571,7.71
opiate drug abuse,357,571,7.71
electronic cigarette user,55,88,7.71
e-cig user,55,88,7.71
ecigarette user,55,88,7.71
ecig user,55,88,7.71
e-cigarette user,55,88,7.71
immunes,236,378,7.7
intervention arm,63,101,7.69
treatment arm,63,101,7.69
hospital readmission,38,61,7.68
immune system and related disorders,33,53,7.68
parent project,33,53,7.68
immunological system dysfunction,33,53,7.68
immune system dysfunction,33,53,7.68
immunological dysfunction,33,53,7.68
immunodeficiency and immunosuppression disorders,33,53,7.68
lens,76,122,7.68
lesson plans,130,209,7.67
education and training,74,119,7.67
clinical decision support,36,58,7.66
arkansas,31,50,7.65
histologic,75,121,7.64
histologically,75,121,7.64
fiber,411,664,7.63
participant recruitment,81,131,7.63
opioid receptor antagonist,131,212,7.62
opioid antagonist,131,212,7.62
opiate receptor antagonist,131,212,7.62
healthcare service organization,34,55,7.62
healthcare organization,34,55,7.62
pain centers,37,60,7.61
pain clinics,37,60,7.61
pain relief units,37,60,7.61
artificial intelligence,53,86,7.6
nsaids,72,117,7.59
cc motif,32,52,7.59
peripheral nerves,51,83,7.58
membrane protein gene,51,83,7.58
ecigarette,202,329,7.57
ecig,202,329,7.57
appalachian,38,62,7.56
substance using,1213,1980,7.56
peripheral nervous system disorders,30,49,7.55
ethnic diversity,85,139,7.54
teacher educator,36,59,7.53
predictive marker,47,77,7.53
faculty training,36,59,7.53
faculty education,36,59,7.53
teacher preparation,36,59,7.53
teacher training,36,59,7.53
teacher education,36,59,7.53
maltreatment,89,146,7.52
opioid withdrawal,256,420,7.52
mistreatment,89,146,7.52
skill acquisition,117,192,7.52
high reward,56,92,7.51
disparity in health,337,554,7.5
drug modulation,31,51,7.5
infant outcome,37,61,7.48
genomic data,71,117,7.48
sex dimorphism,57,94,7.48
musculoskeletal pain,37,61,7.48
sexual dimorphism,57,94,7.48
standardization,283,467,7.47
career track,49,81,7.46
career aspiration,49,81,7.46
career interest,49,81,7.46
career pathway,49,81,7.46
persons,1973,3268,7.45
computing method,84,139,7.45
neurobehavioral symptom,35,58,7.44
treatment resistance,67,111,7.44
youth alcohol co-use,80,133,7.42
youth alcohol use,80,133,7.42
adolescent alcohol intake,80,133,7.42
adolescent alcohol drinking,80,133,7.42
adolescent alcohol co-use,80,133,7.42
care services,95,158,7.42
drinking in adolescent,80,133,7.42
tumor microenvironment,39,65,7.4
cancer microenvironment,39,65,7.4
longitudinal cohort study,42,70,7.4
long-term cohort study,42,70,7.4
novel marker,39,65,7.4
new marker,39,65,7.4
epigenomics,122,204,7.38
longterm depression,46,77,7.37
longterm synaptic depression,46,77,7.37
bigdata,81,136,7.35
imaging approach,53,89,7.34
cell-extracellular matrix,50,84,7.34
ecm,50,84,7.34
digital learning,35,59,7.32
electronic learning,35,59,7.32
type two diabetes,35,59,7.32
hiv 1 associated neurocognitive disorder,67,113,7.31
hiv-1 associated neurocognitive disorder,67,113,7.31
effectiveness implementation study,32,54,7.31
hiv-associated neurocognitive disorder,67,113,7.31
effectiveness implementation hybrid,32,54,7.31
neurological degeneration,110,186,7.29
cyclic somatostatin,55,93,7.29
somatostatin-14,55,93,7.29
somatotropin release-inhibiting hormone,55,93,7.29
growth hormone release inhibiting factor,55,93,7.29
growth hormone inhibiting factors,55,93,7.29
somatotropin release inhibiting factors,55,93,7.29
growth hormone-inhibiting hormone,55,93,7.29
srih,55,93,7.29
srih-14,55,93,7.29
neonatal abstinence syndrome,114,193,7.28
privatization,114,193,7.28
neonatal withdrawal syndrome,114,193,7.28
individualized therapy,99,168,7.27
tailored therapy,99,168,7.27
connectome,53,90,7.26
anti-depressants,83,141,7.26
anti-depressant drugs,83,141,7.26
anti-depressive agents,83,141,7.26
anti-depressant agent,83,141,7.26
negative valence,40,68,7.25
atlases,74,126,7.24
health workforce,296,505,7.23
alzheimer's disease dementia,61,104,7.23
rnaseq,411,703,7.21
rna sequencing,411,703,7.21
rna seq,411,703,7.21
genetic approach,213,365,7.2
anatomic structures,414,711,7.18
anatomic sites,414,713,7.16
kappa opioid receptors,109,188,7.15
head ache,41,71,7.12
care delivery,72,125,7.1
big data,81,141,7.09
social isolation,77,134,7.09
individuals with disabilities,43,75,7.07
sensory input,43,75,7.07
disabled individual,43,75,7.07
implementation trial,52,91,7.05
low birth weight,36,63,7.05
low birth weight infant,36,63,7.05
low birthweight,36,63,7.05
physiological imaging,56,98,7.05
model of animal,999,1750,7.04
astrocytic glia,190,333,7.04
precision interventions,33,58,7.02
methadone maintenance therapy,71,125,7.01
methadone maintenance program,71,125,7.01
methadone treatment,71,125,7.01
methadone maintenance treatment,71,125,7.01
actigraphy,38,67,7.0
nociceptors,97,171,7.0
opiate pain reliever,226,399,6.99
opioid painkiller,226,399,6.99
opioid anesthetic,226,399,6.99
opioid pain reliever,226,399,6.99
negative affectivity,365,645,6.98
negative affect,365,645,6.98
prescribed opioid,540,955,6.97
prescribed opiate,540,955,6.97
social stigma,315,557,6.97
opioid medication,540,955,6.97
opiate medication,540,955,6.97
stigma,315,557,6.97
licit opioid,540,955,6.97
alcoholic liver injury,48,85,6.96
formative evaluation,31,55,6.95
formative assessment,31,55,6.95
summer research,40,71,6.95
individual patient,62,110,6.95
therapeutic resistance,67,119,6.94
caregiving,77,137,6.93
care giving,77,137,6.93
computer analysis,78,139,6.92
computational analysis,78,139,6.92
fetal development,32,57,6.92
person centered,42,75,6.91
machine learned,88,157,6.91
opiates,2130,3801,6.91
cooperative learning,33,59,6.9
longitudinal cohort,34,61,6.87
longterm cohort,34,61,6.87
overdose,811,1457,6.87
long-term cohort,34,61,6.87
positive valence,40,72,6.85
k12,35,63,6.85
fmri scan,35,63,6.85
functional mri scan,35,63,6.85
patient recruitments,81,146,6.84
δ(1)-tetrahydrocannabinol,82,148,6.83
δ(9)-thc,82,148,6.83
δ-9-tetrahydrocannabinol,82,148,6.83
δ(9)-tetrahydrocannabinol,82,148,6.83
teacher professional development,36,65,6.83
δ(1)-thc,82,148,6.83
δ9-tetrahydrocannabinol,82,148,6.83
encapsulated,36,65,6.83
care outcomes,58,105,6.81
temporal measurement,95,172,6.81
temporal resolution,95,172,6.81
time measurement,95,172,6.81
memory processing,53,96,6.81
healthcare outcomes,58,105,6.81
health care outcomes,58,105,6.81
transcriptome sequencing,411,744,6.81
treatment services,143,259,6.81
beneficiary,38,69,6.79
emergency medical care,44,80,6.78
prescription monitoring program,33,60,6.78
prescription drug monitoring program,33,60,6.78
er care,44,80,6.78
emergency department care,44,80,6.78
emergency room care,44,80,6.78
emergency health care,44,80,6.78
ed care,44,80,6.78
hazard,88,160,6.78
emergency healthcare,44,80,6.78
opioid agonist treatment,63,115,6.76
opioid agonist therapy,63,115,6.76
pain disorder,46,84,6.75
strategic planning,299,546,6.75
community based participatory research,88,161,6.74
non-medical prescription drug use,36,66,6.73
technical expertise,84,154,6.73
prescription medication misuse,36,66,6.73
nonmedical prescription drug use,36,66,6.73
opioid habituation,56,103,6.71
personalization of treatment,167,307,6.71
reward anticipation,37,68,6.71
immunoblotting,113,208,6.7
2-photon,126,232,6.7
autistic spectrum disorder,139,256,6.7
β-arrestin,64,118,6.69
statistical data analysis,127,234,6.69
statistical data interpretation,127,234,6.69
preventable death,106,196,6.67
patient with chronic pain,120,222,6.67
preventable mortality,106,196,6.67
electronic cigarette use,126,233,6.67
postpartum women,33,61,6.67
chronic pain patient,120,222,6.67
ecigarette use,126,233,6.67
e-cigarette use,126,233,6.67
e-cig use,126,233,6.67
ecig use,126,233,6.67
data interpretation,471,874,6.65
reproducibility,200,371,6.65
synergism,158,293,6.65
pain control,785,1456,6.65
pain therapy,785,1456,6.65
pain management,785,1456,6.65
novel druggable target,443,823,6.64
ages,836,1552,6.64
new druggable target,443,823,6.64
extracellular matrix,50,93,6.63
transcriptional differences,127,237,6.61
differentially expressed,127,237,6.61
differential expression,127,237,6.61
post-operative,99,185,6.6
painful symptom,53,99,6.6
pain symptom,53,99,6.6
postoperative period,99,185,6.6
κ opioid receptors,109,204,6.59
mobile application,80,150,6.58
mobile app,80,150,6.58
secondary analysis,96,180,6.58
epidemiology study,106,199,6.57
noncoding,73,137,6.57
postoperative,99,186,6.56
trust,109,205,6.56
psychoeducation,33,62,6.56
investigational drugs,100,188,6.56
in utero exposure,103,194,6.55
training module,111,209,6.55
fetal exposure,103,194,6.55
intra-uterine environmental exposure,103,194,6.55
intrauterine environmental exposure,103,194,6.55
small molecule inhibitor,81,153,6.53
ethanol-induced liver dysfunction,48,91,6.51
ethanol-mediated liver dysfunction,48,91,6.51
ethanol-induced liver disease,48,91,6.51
ethanol-induced hepatic dysfunction,48,91,6.51
ethanol-mediated liver injury,48,91,6.51
appalachia,38,72,6.51
ethanol induced liver injury,48,91,6.51
alcohol-induced liver disease,48,91,6.51
alcohol-mediated liver injury,48,91,6.51
alcohol-induced liver dysfunction,48,91,6.51
alcoholic liver diseases,48,91,6.51
alcohol induced hepatic injury,48,91,6.51
alcohol induced liver disorder,48,91,6.51
stress and coping,48,91,6.51
appalachian region,38,72,6.51
alcohol induced liver injury,48,91,6.51
alcohol-induced hepatic dysfunction,48,91,6.51
ethanol induced hepatic injury,48,91,6.51
ethanol induced liver disorder,48,91,6.51
alcohol-mediated liver dysfunction,48,91,6.51
etoh abuse,383,728,6.49
alcohol co-abuse,383,728,6.49
opiate agonist,209,398,6.48
opiate receptor agonist,209,398,6.48
opioid agonist,209,398,6.48
opioid receptor agonist,209,398,6.48
nicotine dependent,419,798,6.48
translational impact,42,80,6.48
emergency room visit,128,244,6.47
education research,74,141,6.47
ed visit,128,244,6.47
er visit,128,244,6.47
emergency care visit,128,244,6.47
emergency department visit,128,244,6.47
reduced substance use,109,208,6.46
murine model,598,1142,6.46
tobacco user,68,130,6.45
substance use among youth,81,155,6.45
preclinical efficacy,35,67,6.44
antianxiety drugs,62,119,6.43
therapeutic candidate,37,71,6.43
usability,176,338,6.42
antibiotic drugs,50,96,6.42
miscellaneous antibiotic,50,96,6.42
antibiotic agents,50,96,6.42
emotional dysregulation,39,75,6.41
transcranial magnetic stimulation,91,175,6.41
parvalbumins,65,125,6.41
drug modelings,92,177,6.41
emotion dysregulation,39,75,6.41
outpatient treatment,65,125,6.41
needs assessment,46,89,6.37
biotech,31,60,6.37
preservation,80,155,6.37
memory consolidation,31,60,6.37
brain dysfunction,50,97,6.36
doctoral student,33,64,6.36
pharmacological study,83,161,6.36
personalized intervention,33,64,6.36
pharmacology study,83,161,6.36
dysfunctional brain,50,97,6.36
hepatic disease,85,165,6.35
persistent pain,88,171,6.35
gene expression assay,93,181,6.34
autism spectrum disorder,139,271,6.33
smoking abstinence,78,152,6.33
perivascular glial cell,197,384,6.33
hortega cell,197,384,6.33
microgliocyte,197,384,6.33
microglial cell,197,384,6.33
mesoglia,197,384,6.33
gitter cell,197,384,6.33
potential biological marker,40,78,6.32
midbrain central gray substance,60,117,6.32
microbiome,40,78,6.32
investigational new drugs,100,195,6.32
potential biomarker,40,78,6.32
calcium indicator,85,166,6.32
exposure to nicotine,112,219,6.31
nicotine exposure,112,219,6.31
e-mail,89,175,6.27
biopsychosocial,89,175,6.27
email,89,175,6.27
statistical data analyses,127,250,6.27
electronic mail,89,175,6.27
quantitative rtpcr,35,69,6.26
quantitative reverse transcriptase pcr,35,69,6.26
work group,34,67,6.26
qrtpcr,35,69,6.26
weaning,39,77,6.25
microglia,197,389,6.25
data resource,43,85,6.24
antibiotics,50,99,6.23
metastatic lesion,70,139,6.21
metastatic mass,70,139,6.21
marijuana use disorder,95,189,6.2
cannabis use disorder,95,189,6.2
neuromodulation,284,565,6.2
chip-seq,87,173,6.2
chromatin immunoprecipitation-sequencing,87,173,6.2
nicotine seeking,36,72,6.17
psychedelics,47,94,6.17
psychedelic drug,47,94,6.17
psychedelic agents,47,94,6.17
hallucinogenic substances,47,94,6.17
hallucinogenic drugs,47,94,6.17
reduction in tobacco use,40,80,6.17
hallucinogenic agents,47,94,6.17
monocyte-derived tnf,73,146,6.17
macrophage-derived tnf,73,146,6.17
tobacco use reduction,40,80,6.17
psychotomimetic agents,47,94,6.17
memory dysfunction,70,140,6.17
somatostatin,55,110,6.17
opioid pain medication,226,452,6.17
placenta,40,80,6.17
opiate pain medication,226,452,6.17
traumatic event,51,102,6.17
nicotine seeking behavior,36,72,6.17
prescription opiate,540,1083,6.15
abused drug,550,1103,6.15
drug abused,550,1103,6.15
cigarette use,250,503,6.13
targeted therapeutic agents,386,778,6.12
scale up,210,423,6.12
targeted therapeutic,386,778,6.12
targeted drug treatments,386,778,6.12
targeted drug therapy,386,778,6.12
sleep disturbances,144,290,6.12
dogs mammals,69,139,6.12
novel drug treatments,686,1384,6.11
neuroinflammation,204,412,6.11
new drug treatments,686,1384,6.11
new drugs,686,1384,6.11
new therapy,686,1384,6.11
smoking dependence,51,103,6.11
smoking dependent,51,103,6.11
novel drugs,686,1384,6.11
novel therapy,686,1384,6.11
neural control,284,575,6.09
neural regulation,284,575,6.09
preterm birth,36,73,6.08
affinity purification,35,71,6.08
premature childbirth,36,73,6.08
premature birth,36,73,6.08
premature delivery,36,73,6.08
preterm delivery,36,73,6.08
dangerousness,90,183,6.07
symptomatic treatment,32,65,6.07
financial assistance,33,67,6.07
symptom treatment,32,65,6.07
molecular biomarker,32,65,6.07
treat symptom,32,65,6.07
smoking cessation treatment,156,318,6.05
anti-retroviral treatment,112,229,6.03
personalized therapy,167,342,6.02
personalized treatment,167,342,6.02
personalized medicine,167,342,6.02
phase i protocol,75,154,6.01
phase i clinical trials,75,154,6.01
proliferating,90,185,6.0
epidemiologic data,53,109,6.0
opioid therapy,102,210,5.99
opiate therapy,102,210,5.99
μ opioid receptors,322,663,5.99
career path,49,101,5.98
shared decision making,32,66,5.98
anxiety-like behavior,144,297,5.98
acute pain,227,469,5.97
annulus of the aqueduct,60,124,5.97
periaqueductal gray,60,124,5.97
midbrain central gray,60,124,5.97
mesencephalic central gray,60,124,5.97
hiv-hcv,83,172,5.95
ips,84,174,5.95
hiv and hepatitis c,83,172,5.95
induced pluripotent stem cell,84,174,5.95
hiv and hcv,83,172,5.95
exposed to ethanol,410,851,5.94
drug prescriptions,174,361,5.94
exposure to ethanol,410,851,5.94
c. elegans,40,83,5.94
tissue-specific gene expression,38,79,5.93
observation study,75,156,5.93
behavioral economics,113,235,5.93
tissue-specific differential gene expression,38,79,5.93
observational research,75,156,5.93
model-based simulation,51,106,5.93
mechanics,166,345,5.93
models and simulation,51,106,5.93
observation research,75,156,5.93
differential gene expression,38,79,5.93
metabonomics,62,129,5.93
assay development,38,79,5.93
knockin,48,100,5.92
waiver,48,100,5.92
minority-serving institution,36,75,5.92
personal care,34,71,5.91
bone,34,71,5.91
ecb signaling,55,115,5.9
preventative strategy,225,470,5.9
endocannabinoid signaling,55,115,5.9
nonmedical use of prescription opiates,105,220,5.89
opioid medication misuse,105,220,5.89
opioid analgesic misuse,105,220,5.89
nonmedical use of prescription opioids,105,220,5.89
non-medical use of prescription opioids,105,220,5.89
non-medical use of prescription opiates,105,220,5.89
opioid prescription medication misuse,105,220,5.89
neurodevelopment,200,419,5.89
anesthesia procedures,64,134,5.89
postpartum period,75,157,5.89
prescription opiate misuse,105,220,5.89
neural development,200,419,5.89
knockdown,292,611,5.89
cephalodynia,41,86,5.88
immune regulation,31,65,5.88
immunomodulatory,31,65,5.88
immunoregulatory,31,65,5.88
head pain,41,86,5.88
cranial pain,41,86,5.88
immunological response,91,191,5.88
cephalgia,41,86,5.88
mechanical allodynia,31,65,5.88
cephalalgia,41,86,5.88
bio-markers,501,1051,5.88
mechanical,166,349,5.87
life expectancy,87,183,5.86
tobacco dependent,160,337,5.86
resistance to therapy,67,141,5.86
resistant to therapy,67,141,5.86
therapy resistant,67,141,5.86
drug adherence,101,213,5.85
drug compliance,101,213,5.85
cell body,1629,3437,5.85
improved outcome,264,558,5.84
basal transcription factor genes,223,471,5.84
opioid maintenance therapy,36,76,5.84
opioid substitution therapy,36,76,5.84
opiate substitution therapy,36,76,5.84
opioid maintenance treatment,36,76,5.84
opiate replacement therapy,36,76,5.84
opioid replacement therapy,36,76,5.84
opioid replacement treatment,36,76,5.84
opioid substitution treatment,36,76,5.84
opiate substitution treatment,36,76,5.84
designer receptors exclusively activated by designer drugs,237,501,5.83
canis familiaris,69,146,5.83
dreadds,237,501,5.83
canine species,69,146,5.83
domestic dog,69,146,5.83
canine,69,146,5.83
smoking addiction,51,108,5.82
smoke addiction,51,108,5.82
cost analysis,74,157,5.81
dna injury,38,81,5.79
sensor,247,527,5.78
antidepressant effect,30,64,5.78
statistical linear mixed models,74,158,5.78
new pharmacotherapy target,443,946,5.78
probability models,74,158,5.78
novel pharmacotherapy target,443,946,5.78
novel therapy target,443,946,5.78
statistical linear models,74,158,5.78
novel drug target,443,946,5.78
new drug target,443,946,5.78
new therapy target,443,946,5.78
anti-depressant effect,30,64,5.78
basal transcription factor,223,477,5.77
general transcription factors,223,477,5.77
sodium chloride,43,92,5.76
heroin use,99,212,5.76
salt,43,92,5.76
heroin intake,99,212,5.76
tnf alpha,73,157,5.73
whole genome,86,185,5.73
pathologic,337,725,5.73
entire genome,86,185,5.73
secondary school student,66,142,5.73
secondary student,66,142,5.73
tnfa,73,157,5.73
proteome,73,157,5.73
national institute of neurological disorders and stroke,65,140,5.73
biosensor,99,214,5.71
tnf-α,73,158,5.7
tnfα,73,158,5.7
titrations,37,80,5.7
symposia,317,687,5.69
legalized marijuana,54,117,5.69
back ache,30,65,5.69
cirrhotic,48,104,5.69
il1-β,36,78,5.69
incentive salience,84,182,5.69
summit,317,687,5.69
il-1β,36,78,5.69
marijuana legalization,54,117,5.69
backache,30,65,5.69
back pain,30,65,5.69
data analytics,78,169,5.69
convention,317,687,5.69
alcohol risk,149,323,5.69
il-1 β,36,78,5.69
legalized cannabis,54,117,5.69
cannabis legalization,54,117,5.69
legal marijuana,54,117,5.69
interleukin-1β,36,78,5.69
targeted therapy,386,838,5.68
opioid drug user,99,215,5.68
opiate user,99,215,5.68
ablation,134,291,5.68
targeted treatment,386,838,5.68
opioid user,99,215,5.68
dsm-5,75,163,5.67
dsm5,75,163,5.67
cannabinoid receptor type 2,51,111,5.67
healthcare settings,101,220,5.66
translation strategy,61,133,5.66
translational strategy,61,133,5.66
health care settings,101,220,5.66
university medical centers,71,155,5.65
academic medical centers,71,155,5.65
short interfering rna,60,131,5.65
dna damage,38,83,5.65
evidence based intervention,236,515,5.65
repetitive transcranial magnetic stimulation,33,72,5.65
hybrids,202,442,5.64
medication-assisted treatment,146,320,5.63
business-friendly environment,31,68,5.62
collaborative environment,31,68,5.62
emotional regulation,103,226,5.62
interactive environment,31,68,5.62
peer-group environment,31,68,5.62
interdisciplinary environment,31,68,5.62
resilience,228,500,5.62
anti-inflammatories,120,264,5.61
immune suppression,30,66,5.61
undergraduate student,126,277,5.61
anxious symptom,60,132,5.61
general transcription factor gene,223,491,5.6
transcription factor proto-oncogene,223,491,5.6
electrostimulation,71,157,5.58
ventilatory depression,199,440,5.58
frequencies,516,1140,5.58
respiratory depression,199,440,5.58
neuropsychiatric disorder,287,636,5.57
spinal ganglia,88,195,5.57
neuropsychiatric disease,287,636,5.57
drug prescribing,174,387,5.55
il1β,36,80,5.55
excretory function,47,105,5.52
societal costs,64,143,5.52
beta-arrestin,64,143,5.52
incubated,59,132,5.51
anatomy,414,927,5.51
opiate analgesia,226,507,5.5
ion channel gating,45,101,5.5
anti-inflammatory agents,120,269,5.5
transcription factor genes,223,500,5.5
opioid analgesia,226,507,5.5
opiate analgesic,226,507,5.5
mhealth,130,292,5.49
low socioeconomic position,77,173,5.49
low socio-economic status,77,173,5.49
low socio-economic position,77,173,5.49
mobile health,130,292,5.49
care seeking,49,110,5.49
m-health,130,292,5.49
nerve cell loss,36,81,5.48
neuron cell loss,36,81,5.48
neuron death,36,81,5.48
oncology cancer,40,90,5.48
psychiatric symptom,52,117,5.48
neuronal cell loss,36,81,5.48
nerve cell death,36,81,5.48
electrophysiological,836,1880,5.48
neuronal death,36,81,5.48
neuronal circuit,148,334,5.47
alcohol co-morbidity,51,115,5.47
reproductive,83,187,5.47
environmental exposure,106,239,5.47
community outreach,39,88,5.47
alcohol comorbidity,51,115,5.47
predictive factor,47,106,5.47
excretion,47,106,5.47
chronic low back pain,55,124,5.47
mobile device,54,122,5.46
handheld mobile device,54,122,5.46
interruption,101,228,5.46
image-based method,73,165,5.46
privacy,46,104,5.46
talents,76,172,5.45
major depression disorder,131,297,5.44
alcohol consequences,94,213,5.44
virtual,272,617,5.44
therapeutic response,215,488,5.43
response to treatment,215,488,5.43
alcohol prevention,40,91,5.42
capital,43,98,5.41
monetary incentive,50,114,5.41
parent grant,90,205,5.41
anesthesia,64,146,5.41
financial reward,50,114,5.41
spottings,32,73,5.41
pbmc,42,96,5.4
care givers,123,281,5.4
peripheral blood mononuclear cell,42,96,5.4
resistance mechanism,46,105,5.4
support tools,49,112,5.4
serious adverse event,35,80,5.4
dorsal root ganglia,88,201,5.4
hiv antibody positive,42,96,5.4
dorsal root ganglion,88,201,5.4
resistant mechanism,46,105,5.4
cost analyses,74,169,5.4
pregnant,132,302,5.39
caregivers,123,282,5.38
migraine headache,37,85,5.37
chronic neuropathic pain,54,124,5.37
health care service use,90,207,5.36
healthcare service use,90,207,5.36
young woman,30,69,5.36
outcome prediction,58,134,5.34
stressful event,65,150,5.34
support network,38,88,5.33
neuropathic pain,202,468,5.32
disease of the lung,41,95,5.32
painful neuropathy,202,468,5.32
disorder of the lung,41,95,5.32
daytrana,31,72,5.31
managed care,34,79,5.31
neuropathic,99,230,5.31
opiate addiction,1157,2687,5.31
opiate dependence,1157,2687,5.31
concerta,31,72,5.31
metadate,31,72,5.31
cognitive performance,56,130,5.31
neuronal injury,34,79,5.31
neuron injury,34,79,5.31
e-cigarette,202,470,5.3
e-cig,202,470,5.3
electronic cigarette,202,470,5.3
pain patient,54,126,5.29
preinterleukin 1 beta,36,84,5.29
interleukin-1 beta,36,84,5.29
beta proprotein interleukin 1,36,84,5.29
interleukin 1beta,36,84,5.29
il-1 beta,36,84,5.29
il-1-b,36,84,5.29
health insurance for aged and disabled,45,105,5.29
health insurance for disabled title 18,45,105,5.29
il1-beta,36,84,5.29
medicare,45,105,5.29
il1b protein,36,84,5.29
health insurance for disabled,45,105,5.29
il1f2,36,84,5.29
neuranatomies,79,185,5.27
positive allosteric modulator,44,103,5.27
epigenome,85,199,5.27
neuroanatomies,79,185,5.27
neuranatomy,79,185,5.27
e-learning,35,82,5.26
web-based training,35,82,5.26
technology-enhanced learning,35,82,5.26
virtual learning,35,82,5.26
computer-based instruction,35,82,5.26
online learning,35,82,5.26
online education,35,82,5.26
multimedia learning,35,82,5.26
internet-based training,35,82,5.26
computer-based training,35,82,5.26
computer-based learning,35,82,5.26
digital education,35,82,5.26
elearning,35,82,5.26
cognitive process,104,244,5.26
authorization,60,141,5.25
permission,60,141,5.25
authorization documentation,60,141,5.25
neuropathy,99,233,5.24
cocaine dependence,235,554,5.23
physical function,39,92,5.23
novel therapeutic intervention,304,718,5.22
novel therapeutic approach,304,718,5.22
attentional control,33,78,5.22
smart phone,163,385,5.22
iphone,163,385,5.22
smartphone,163,385,5.22
new therapeutic intervention,304,718,5.22
new therapeutic approach,304,718,5.22
meth effect,55,130,5.22
methamphetamine effect,55,130,5.22
b cell,30,71,5.21
spatiotemporal,126,298,5.21
headache,41,97,5.21
b cells,30,71,5.21
cannabidiol,49,116,5.21
routine care,30,71,5.21
prenatal,189,448,5.2
unborn,189,448,5.2
training achievement,53,126,5.19
educational level,53,126,5.19
educational status,53,126,5.19
tribes,48,114,5.19
cannabis use,249,592,5.19
training status,53,126,5.19
educational achievement,53,126,5.19
nociceptive,219,521,5.18
nociception,219,521,5.18
anti-retroviral therapy,112,267,5.17
psychiatric illness,801,1912,5.17
gwa study,227,541,5.17
g protein-coupled receptor genes,249,595,5.16
prescription misuse,36,86,5.16
computerized tools,54,129,5.16
computational tools,54,129,5.16
gpcr,249,595,5.16
assessment instrument,36,86,5.16
assessment tool,36,86,5.16
gene expression pattern,142,340,5.15
certification,43,103,5.15
recommendation,397,951,5.15
prenatally exposed,103,247,5.14
ethanol during adolescence,80,192,5.14
prenatal exposure,103,247,5.14
clinical care,207,497,5.14
anesthestic drugs,55,132,5.14
perinatal,83,199,5.14
relapse risk,188,451,5.14
fibrosis,30,72,5.14
alcohol use in adolescents,80,192,5.14
alcohol use in adolescence,80,192,5.14
painful,1259,3019,5.14
anesthetic drugs,55,132,5.14
scientific advances and accomplishments,93,223,5.14
anesthetic agents,55,132,5.14
rural community,85,204,5.14
scientific accomplishments,93,223,5.14
scientific advances,93,223,5.14
chip sequencing,87,209,5.13
health communication,37,89,5.13
population heterogeneity,163,392,5.13
cognitive testing,59,142,5.12
standard of care,179,431,5.12
electronic health record,213,513,5.12
cognitive assessment,59,142,5.12
early-stage clinical trials,75,181,5.11
phase 1 clinical trials,75,181,5.11
cell type,795,1924,5.1
devices,329,796,5.1
cocaine relapse,76,184,5.09
kinase family gene,33,80,5.09
sleep monitoring,33,80,5.09
primary care provider,90,218,5.09
relapse against cocaine,76,184,5.09
career choice,49,119,5.08
pregnant women,222,539,5.08
neuroaids,51,124,5.07
non steroidal antiinflammatory agents,46,112,5.07
hcv/hiv,83,202,5.07
biopsy,37,90,5.07
nonsteroidal antiinflammatory agents,46,112,5.07
syringe-exchange programs,48,117,5.06
two-photon,126,307,5.06
needle exchange,48,117,5.06
modifiable risk,55,134,5.06
needle-exchange programs,48,117,5.06
length of stay,77,188,5.05
number of days in hospital,77,188,5.05
hospital days,77,188,5.05
hospital stay,77,188,5.05
rdoc,45,110,5.05
title 18,90,220,5.05
data warehouse,36,88,5.05
transportation,69,169,5.04
habenula,126,309,5.03
